sent,headline,param_awareness_level,param_awareness_type,standardized_type,counties,counties_status,weather_pattern,headline_category
2023-01-11 18:29:00+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-11 21:24:24+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-11 21:39:19+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-12 05:36:53+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-12 06:14:14+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-12 09:54:20+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-12 10:51:36+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-12 11:40:33+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-12 12:02:49+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-12 19:24:11+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-12 20:59:44+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-12 23:21:52+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-13 11:29:53+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-13 13:48:54+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-13 14:05:47+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-13 17:08:34+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-13 17:12:19+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-13 17:13:58+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-13 23:14:22+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-14 05:21:58+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-14 17:23:24+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-15 10:32:54+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-15 11:18:06+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-15 13:36:58+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-15 13:37:31+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-15 15:16:20+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-15 17:27:18+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-16 10:45:32+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-16 11:26:23+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-16 17:04:16+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-16 23:05:24+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-17 04:33:05+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-17 07:57:15+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-17 09:30:48+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-17 09:37:52+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-17 11:55:10+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-17 17:19:56+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-17 23:17:29+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-17 23:29:28+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-18 04:55:25+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-18 05:44:23+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-18 10:35:38+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-18 17:09:42+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-18 23:31:45+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-19 11:02:56+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-19 11:24:13+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-19 17:33:58+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-01-20 11:02:31+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-05 13:21:57+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-05 17:00:52+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-05 23:18:26+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-06 10:56:11+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-06 12:24:41+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-06 17:37:45+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-06 19:13:42+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-07 00:02:08+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-07 05:26:49+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-07 11:00:39+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-07 11:54:09+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-07 12:55:17+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-07 16:59:50+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-07 17:07:22+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-07 23:37:52+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-08 05:59:21+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-08 06:18:28+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-08 10:42:22+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-08 11:52:38+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-08 12:02:03+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-08 17:03:15+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-08 23:21:35+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-09 06:02:05+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-09 06:15:49+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-09 09:47:07+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-09 09:49:56+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-09 10:09:00+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-09 10:14:55+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-09 10:54:07+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-09 11:40:35+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-10 00:01:38+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-10 01:08:58+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-10 06:19:56+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-10 06:55:43+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-10 07:31:38+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-10 10:39:08+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-10 10:56:00+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-10 23:32:10+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-12 16:08:23+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-12 17:24:34+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-12 22:16:47+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-13 07:40:01+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-13 11:49:19+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-13 17:36:24+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-13 17:37:33+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-13 22:38:15+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-14 05:21:12+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-14 05:21:45+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-14 11:26:57+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-14 13:48:05+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-14 17:25:11+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-15 06:55:28+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-15 10:22:47+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-15 12:13:40+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-15 23:11:41+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-21 11:02:42+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-21 11:41:32+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-21 17:08:46+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-21 21:42:58+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-21 23:35:12+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-22 05:16:31+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-23 20:14:58+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-23 23:14:37+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-24 05:18:55+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-24 05:21:15+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-03-24 06:33:10+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-10 10:06:20+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-10 10:14:16+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-10 14:15:36+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-10 15:48:39+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-10 17:42:01+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-10 17:42:35+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-10 17:45:47+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-10 17:48:33+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-11 04:04:00+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-11 04:07:52+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-11 04:11:02+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-11 07:11:11+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-11 09:13:18+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-11 09:31:06+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-11 12:01:12+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-11 14:55:19+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-11 15:59:11+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-11 18:36:04+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-11 21:04:26+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-11 22:06:20+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-11 22:15:23+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-12 04:08:45+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-12 04:27:04+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-12 04:32:52+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-12 08:01:11+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-12 08:04:54+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-12 08:09:21+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-12 09:42:06+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-12 10:26:46+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-12 10:42:02+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-12 11:13:25+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-12 11:17:53+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-12 13:56:05+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-12 14:02:28+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-12 14:03:06+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-30 13:32:17+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-04-30 15:46:17+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-05-05 14:13:58+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-05-06 15:08:03+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-05-06 16:38:25+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-05-06 16:46:11+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-05-07 15:17:05+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-05-07 16:30:12+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-05-07 22:24:15+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-05-08 05:18:09+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-05-08 05:24:14+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-05-08 05:25:53+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-05-08 08:22:48+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-05-08 08:33:54+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-05-08 16:14:51+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-05-09 12:45:35+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-05-11 09:49:19+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-05-11 10:11:02+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-05-11 14:45:28+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-12 09:49:44+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-12 14:09:31+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-12 16:46:09+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-12 17:51:06+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-12 17:52:46+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-13 09:45:53+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-13 13:40:23+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-14 10:01:19+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-14 10:05:08+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-14 17:54:57+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-15 09:39:59+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-15 20:13:19+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-16 17:36:47+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-16 17:38:31+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-16 18:37:14+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-17 07:48:32+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-17 12:27:24+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-17 14:02:14+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-17 15:11:28+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-17 15:44:31+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-17 18:32:21+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-18 06:20:09+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-18 09:27:23+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-18 12:11:36+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-18 15:19:30+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-18 16:01:33+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-18 18:13:29+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-19 08:53:19+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-19 09:06:36+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-19 09:27:57+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-19 09:34:59+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-19 11:20:11+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-19 12:38:20+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-19 15:23:44+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-19 16:44:55+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-19 17:07:05+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-20 07:10:58+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-20 11:52:07+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-20 12:01:07+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-20 12:08:17+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-20 12:13:12+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-20 12:14:55+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-20 12:17:10+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2023-06-20 12:23:58+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
