id,name,irish_name,county,country,type
43716,Skeaghacloran,Sceach an Chloichreáin,Kilkenny,Republic of Ireland,Townland
43717,Skeaghaderreen,Sceach an Doirín,Galway,Republic of Ireland,Townland
43718,Skeaghanore East,Sceach an Óir Thoir,Cork,Republic of Ireland,Townland
43719,Skeaghanore West,Sceach an Óir Thiar,Cork,Republic of Ireland,Townland
43720,Skeaghard,An Sceach Ard,Mayo,Republic of Ireland,Townland
43721,Skeagharegan,Sceach Uí Riagáin,Galway,Republic of Ireland,Townland
43722,Skeaghaturrish,Sceach an Turais,Kilkenny,Republic of Ireland,Townland
43723,Skeaghbeg,An Sceach Bheag,Galway,Republic of Ireland,Townland
43724,Skeagh Beg,An Sceach Bheag,Westmeath,Republic of Ireland,Townland
43725,Skeaghcroum,An Sceach Chrom,Kilkenny,Republic of Ireland,Townland
43726,Skeaghmore,An Sceitheog Mhór,Louth,Republic of Ireland,Townland
43727,Skeagh More,An Sceach Mhór,Westmeath,Republic of Ireland,Townland
43728,Skeaghvasteen,Sceach an Mhaistín,Kilkenny,Republic of Ireland,Town/Village
43729,Skeahanagh,,Westmeath,Republic of Ireland,Townland
43730,Skeahanagh,,Wexford,Republic of Ireland,Townland
43731,Skealoghan,Scéith Lócháin,Mayo,Republic of Ireland,Townland
43732,Skeamartin,Sceith Mháirtín,Leitrim,Republic of Ireland,Townland
43733,Skeanamuck,,Roscommon,Republic of Ireland,Townland
43734,Skeanavart,,Roscommon,Republic of Ireland,Townland
43735,Skeanaveane,,Westmeath,Republic of Ireland,Townland
43736,Skeard,Sceird,Kilkenny,Republic of Ireland,Townland
43737,Skearke,,Meath,Republic of Ireland,Townland
43738,Skeaterpark,,Wexford,Republic of Ireland,Townland
43739,Skeatry,Scéatraigh,Monaghan,Republic of Ireland,Townland
43740,Skeavally,,Roscommon,Republic of Ireland,Townland
43741,Skecoor,Sceach Chuar,Galway,Republic of Ireland,Townland
43742,Skehacreggaun,Sceach an Chreagáin,Limerick,Republic of Ireland,Townland
43743,Skehacrine,Sceach an Chrainn,Waterford,Republic of Ireland,Townland
43744,Skehaghard,Sceachach Ard,Galway,Republic of Ireland,Townland
43745,Skehana,An Sceachánach,Kilkenny,Republic of Ireland,Townland
43746,Skehanagh,Sceachánach,Clare,Republic of Ireland,Townland
43747,Skehanagh,An Sceachánach,Cork,Republic of Ireland,Townland
43748,Skehanagh,An Sceachánach,Galway,Republic of Ireland,Townland
43749,Skehanagh,An Sceachánach,Galway,Republic of Ireland,Townland
43750,Skehanagh,,Galway,Republic of Ireland,Townland
43751,Skehanagh,,Kerry,Republic of Ireland,Townland
43752,Skehanagh,,Laois,Republic of Ireland,Townland
43753,Skehanagh,An Sceachánach,Limerick,Republic of Ireland,Townland
43754,Skehanagh,An Sceachánach,Limerick,Republic of Ireland,Townland
43755,Skehanagh,An Sceachánach,Mayo,Republic of Ireland,Townland
43756,Skehanagh,Sceachánach,Offaly,Republic of Ireland,Townland
43757,Skehanagh,An Sceachánach,Tipperary,Republic of Ireland,Townland
43758,Skehanagh,An Sceachánach,Tipperary,Republic of Ireland,Townland
43759,Skehanagh,An Sceachánach,Tipperary,Republic of Ireland,Townland
43760,Skehanagh,An Sceachánach,Tipperary,Republic of Ireland,Townland
43761,Skehanagh Lower,An Sceachánach Íochtarach,Mayo,Republic of Ireland,Townland
43762,Skehanagh North,Sceachánach Thuaidh,Galway,Republic of Ireland,Townland
43763,Skehanagh North,An Sceachánach Thuaidh,Tipperary,Republic of Ireland,Townland
43764,Skehanagh South,Sceachánach Theas,Galway,Republic of Ireland,Townland
43765,Skehanagh South,An Sceachánach Theas,Tipperary,Republic of Ireland,Townland
43766,Skehanagh Upper,An Sceachánach Uachtarach,Mayo,Republic of Ireland,Townland
43767,Skehanard,Sceach an Aird,Waterford,Republic of Ireland,Townland
43768,Skehanierin,Sceich an Iarainn,Kerry,Republic of Ireland,Townland
43769,Skehanierin Lower,Sceich an Iarainn,Kerry,Republic of Ireland,Townland
43770,Skehavaud,,Mayo,Republic of Ireland,Townland
43771,Skeheen,An Sceichín,Cork,Republic of Ireland,Townland
43772,Skeheen,An Sceichín,Mayo,Republic of Ireland,Townland
43773,Skeheen,,Westmeath,Republic of Ireland,Townland
43774,Skeheen And Lisseveleen,,Mayo,Republic of Ireland,Townland
43775,Skeheenaranky,Sceichín an Rince,Tipperary,Republic of Ireland,Townland
43776,Skeheen Upper,An Sceichín Uachtarach,Cork,Republic of Ireland,Townland
43777,Skehil,Sceachaill,Cork,Republic of Ireland,Townland
43778,Skellig Rock Great,Sceilg Mhichíl,Kerry,Republic of Ireland,Townland
43779,Skellig Rock Little,An Sceilg Bheag,Kerry,Republic of Ireland,Townland
43780,Skelpy,,Donegal,Republic of Ireland,Townland
43781,Skenageehy,Sceach na Gaoithe,Galway,Republic of Ireland,Townland
43782,Skenagun,,Kildare,Republic of Ireland,Townland
43783,Skenakilla,Sceach na Cille,Cork,Republic of Ireland,Townland
43784,Skeoge,,Donegal,Republic of Ireland,Townland
43785,Skephubble,Sceich an Phubaill,Dublin,Republic of Ireland,Townland
43786,Skerdagh Lower,An Sciordach Íochtarach,Mayo,Republic of Ireland,Townland
43787,Skerdagh Upper,An Sciordach Uachtarach,Mayo,Republic of Ireland,Townland
43788,Skerrick East,Sceirig Thoir,Monaghan,Republic of Ireland,Townland
43789,Skerrick West,Sceirig Thiar,Monaghan,Republic of Ireland,Townland
43790,Skerries,Na Sceirí,Dublin,Republic of Ireland,Town/Village
43791,Skerries North,,Kildare,Republic of Ireland,Townland
43792,Skerries South,,Kildare,Republic of Ireland,Townland
43793,Skerrig,,Cavan,Republic of Ireland,Townland
43794,Skerry,,Donegal,Republic of Ireland,Townland
43795,Skerry,,Laois,Republic of Ireland,Townland
43796,Skerrymore,An Sceiridh Mhór,Monaghan,Republic of Ireland,Townland
43797,Skervan,Scearbhán,Monaghan,Republic of Ireland,Townland
43798,Skevanish,Sceach Mhainchise,Cork,Republic of Ireland,Townland
43799,Skibbereen,An Sciobairín,Cork,Republic of Ireland,Town/Village
43800,Skibbolecorragh,,Sligo,Republic of Ireland,Townland
43801,Skibbolmore,An Scioból Mór,Louth,Republic of Ireland,Townland
43802,Skiddernagh,Sciodarnach,Mayo,Republic of Ireland,Townland
43803,Skidoo,Sceach Dhubh,Dublin,Republic of Ireland,Townland
43804,Skinnagin,Sceith na gCeann,Monaghan,Republic of Ireland,Townland
43805,Skinnahergna,Sceith na hAirgne,Monaghan,Republic of Ireland,Townland
43806,Skinnew,Scaineamh,Wexford,Republic of Ireland,Townland
43807,Skinstown,Buaile na gCraiceann,Kilkenny,Republic of Ireland,Townland
43808,Skirteen,,Kildare,Republic of Ireland,Townland
43809,Skool,Sciúl,Limerick,Republic of Ireland,Townland
43810,Skoolhill,Cnoc Sciúil,Limerick,Republic of Ireland,Townland
43811,Skreen,,Donegal,Republic of Ireland,Townland
43812,Skreen,An Scrín,Meath,Republic of Ireland,Town/Village
43813,Skreen,An Scrín,Sligo,Republic of Ireland,Town/Village
43814,Skreen Beg,,Sligo,Republic of Ireland,Townland
43815,Skreen Lower,,Donegal,Republic of Ireland,Townland
43816,Skreen More,,Sligo,Republic of Ireland,Townland
43817,Skreen Upper,,Donegal,Republic of Ireland,Townland
43818,Skreeny,,Leitrim,Republic of Ireland,Townland
43819,Skreeny Little,Scrínidh Bheag,Leitrim,Republic of Ireland,Townland
43820,Skrillagh,An Screallach,Kerry,Republic of Ireland,Townland
43821,Skrine,An Scrín,Roscommon,Republic of Ireland,Townland
43822,Skull,An Scoil,Cork,Republic of Ireland,Town/Village
43823,Slad,,Wexford,Republic of Ireland,Townland
43824,Sladagh,Sládach Bheag,Tipperary,Republic of Ireland,Townland
43825,Slade,An Slád,Dublin,Republic of Ireland,Townland
43826,Slade,An Slád,Kilkenny,Republic of Ireland,Townland
43827,Slade,An Slaod,Wexford,Republic of Ireland,Town/Village
43828,Slademore,An Slád Mór,Dublin,Republic of Ireland,Townland
43829,Sladoo,,Clare,Republic of Ireland,Townland
43830,Sladran,,Donegal,Republic of Ireland,Townland
43831,Slaghbooly,Salachbhuaile,Clare,Republic of Ireland,Townland
43832,Slaght,Sleacht,Kerry,Republic of Ireland,Townland
43833,Slaght,Sleacht,Wexford,Republic of Ireland,Townland
43834,Slaghta,Sleachta,Galway,Republic of Ireland,Townland
43835,Slaheny,Sleachaine,Kerry,Republic of Ireland,Townland
43836,Slainstown North,Baile Shleimhne Thuaidh,Tipperary,Republic of Ireland,Townland
43837,Slainstown South,Baile Shleimhne Theas,Tipperary,Republic of Ireland,Townland
43838,Slanduff,Slán Dubh,Meath,Republic of Ireland,Townland
43839,Slane,Baile Shláine,Meath,Republic of Ireland,Town/Village
43840,Slane Beg,,Westmeath,Republic of Ireland,Townland
43841,Slanecastle Demesne,,Meath,Republic of Ireland,Townland
43842,Slanemore,Sleamhain Mhór,Westmeath,Republic of Ireland,Town/Village
43843,Slane More,Sleamhain Mhór,Westmeath,Republic of Ireland,Townland
43844,Slanestown,Baile Shláine,Meath,Republic of Ireland,Townland
43845,Slanestown,Baile an tSláinigh,Westmeath,Republic of Ireland,Townland
43846,Slaney Park,,Wicklow,Republic of Ireland,Townland
43847,Slaneyquarter,,Carlow,Republic of Ireland,Townland
43848,Slanore,,Cavan,Republic of Ireland,Townland
43849,Slate,,Wicklow,Republic of Ireland,Townland
43850,Slatefield,Gort na Leacan,Galway,Republic of Ireland,Townland
43851,Slatefield,Bán na Slinne,Tipperary,Republic of Ireland,Townland
43852,Slatehill,,Donegal,Republic of Ireland,Townland
43853,Slatequarries,,Kildare,Republic of Ireland,Townland
43854,Slattagh Beg,Slatach Bheag,Roscommon,Republic of Ireland,Townland
43855,Slattagh More,Slatach Mhór,Roscommon,Republic of Ireland,Townland
43856,Slatt Lower,,Laois,Republic of Ireland,Townland
43857,Slatt Upper,,Laois,Republic of Ireland,Townland
43858,Slaugar,Slogar,Mayo,Republic of Ireland,Townland
43859,Sleadycastle,Currach na Slaodaí,Waterford,Republic of Ireland,Townland
43860,Sleamaine,,Wicklow,Republic of Ireland,Townland
43861,Sleanaglogh,Sliabh na gCloch,Wicklow,Republic of Ireland,Townland
43862,Sleaty,Sléibhte,Laois,Republic of Ireland,Townland
43863,Sleedagh,,Wexford,Republic of Ireland,Townland
43864,Sleeghan,An Sloitheán,Donegal,Republic of Ireland,Townland
43865,Sleehaun,Slítheán,Longford,Republic of Ireland,Townland
43866,Sleemana,Slí Mheánach,Cork,Republic of Ireland,Townland
43867,Sleenoge,Slinneog,Cork,Republic of Ireland,Townland
43868,Sleveen,An Sléibhín,Cork,Republic of Ireland,Townland
43869,Sleveen,An Sléibhín,Cork,Republic of Ireland,Townland
43870,Sleveen,An Sléibhín,Cork,Republic of Ireland,Townland
43871,Sleveen,An Sléibhín,Kerry,Republic of Ireland,Townland
43872,Sleveen,An Sléibhín,Kilkenny,Republic of Ireland,Townland
43873,Sleveen,An Sléibhín,Leitrim,Republic of Ireland,Townland
43874,Sleveen,An Sléibhín,Waterford,Republic of Ireland,Townland
43875,Sleveen,An Sléibhín,Waterford,Republic of Ireland,Townland
43876,Sleveen East,An Sléibhín Thoir,Cork,Republic of Ireland,Townland
43877,Sleveen West,An Sléibhín Thiar,Cork,Republic of Ireland,Townland
43878,Slevin,,Roscommon,Republic of Ireland,Townland
43879,Slevinagee,,Roscommon,Republic of Ireland,Townland
43880,Slevoir,Sliabh Mhaghair,Tipperary,Republic of Ireland,Townland
43881,Slevoy,,Wexford,Republic of Ireland,Townland
43882,Slievadrehid,Sliabh an Droichid,Kerry,Republic of Ireland,Townland
43883,Slievaduff,,Kerry,Republic of Ireland,Townland
43884,Slievawaddra,Sliabh an Mhadra,Kerry,Republic of Ireland,Townland
43885,Slieve,An Sliabh,Galway,Republic of Ireland,Townland
43886,Slieve,An Sliabh,Longford,Republic of Ireland,Townland
43887,Slieve,An Mhuinchille,Louth,Republic of Ireland,Townland
43888,Slieveadoctor,Sliabh an Dochtúra,Cork,Republic of Ireland,Townland
43889,Slievealoughaun,Sliabh an Locháin,Clare,Republic of Ireland,Townland
43890,Slieve And Corbally,An Muinilte agus an Corrbhaile,Roscommon,Republic of Ireland,Townland
43891,Slieveaneena,Sliabh an Aonaigh,Galway,Republic of Ireland,Townland
43892,Slieveanore,Sliabh an Óir,Clare,Republic of Ireland,Townland
43893,Slieveaun,An Sliabhán,Galway,Republic of Ireland,Townland
43894,Slievebaun,An Sliabh Bán,Wexford,Republic of Ireland,Townland
43895,Slievebaun,,Wexford,Republic of Ireland,Townland
43896,Slieveboy,An Sliabh Buí,Louth,Republic of Ireland,Townland
43897,Slieveboy,,Westmeath,Republic of Ireland,Townland
43898,Slieveboy Lower,,Wicklow,Republic of Ireland,Townland
43899,Slieveboy Upper,,Wicklow,Republic of Ireland,Townland
43900,Slievebrickan,,Cavan,Republic of Ireland,Townland
43901,Slievebuck,,Donegal,Republic of Ireland,Townland
43902,Slieveburke,Sliabh Búrca,Galway,Republic of Ireland,Townland
43903,Slieveburth,Sliabh Boirt,Waterford,Republic of Ireland,Townland
43904,Slievebwee,Sliabh Buí,Kerry,Republic of Ireland,Townland
43905,Slievecarragh,An Sliabh Carrach,Kilkenny,Republic of Ireland,Townland
43906,Slievecarran,Sliabh Cairn,Clare,Republic of Ireland,Townland
43907,Slievecoiltia Commons,,Wexford,Republic of Ireland,Townland
43908,Slievecorragh,An Sliabh Corrach,Wicklow,Republic of Ireland,Townland
43909,Slievedarragh,Sliabh Darach,Galway,Republic of Ireland,Townland
43910,Slievedooley,Sliabh Dúlaí,Clare,Republic of Ireland,Townland
43911,Slievedotia,An Sliabh Dóite,Cork,Republic of Ireland,Townland
43912,Slievedotia,An Sliabh Dóite,Galway,Republic of Ireland,Townland
43913,Slieveduff,,Wicklow,Republic of Ireland,Townland
43914,Slievedurda,,Carlow,Republic of Ireland,Townland
43915,Slieve East,An Sliabh Thoir,Kerry,Republic of Ireland,Townland
43916,Slievefin,An Sliabh Fionn,Galway,Republic of Ireland,Townland
43917,Slievefoore,,Wicklow,Republic of Ireland,Townland
43918,Slievegallane,Sliabh Gallán,Cork,Republic of Ireland,Townland
43919,Slievegar,,Wexford,Republic of Ireland,Townland
43920,Slievegaura,,Kerry,Republic of Ireland,Townland
43921,Slieveglass,An Sliabh Glas,Kerry,Republic of Ireland,Townland
43922,Slievegorm,An Sliabh Gorm,Galway,Republic of Ireland,Townland
43923,Slievemaan,Sliabh Meáin,Wicklow,Republic of Ireland,Townland
43924,Slievemore,An Sliabh Mór,Cork,Republic of Ireland,Townland
43925,Slievemore,An Sliabh Mór,Mayo,Republic of Ireland,Townland
43926,Slievemore,,Sligo,Republic of Ireland,Townland
43927,Slievemurry,Sliabh bhFuire,Galway,Republic of Ireland,Townland
43928,Slievemweel,,Wicklow,Republic of Ireland,Townland
43929,Slievenabillog,,Clare,Republic of Ireland,Townland
43930,Slievenabrehan,,Mayo,Republic of Ireland,Townland
43931,Slievenagark,Sliabh na gCearc,Mayo,Republic of Ireland,Townland
43932,Slievenageeragh,Sliabh na gCaorach,Clare,Republic of Ireland,Townland
43933,Slievenaglasha,Sliabh na Glaise,Clare,Republic of Ireland,Townland
43934,Slievenaglogh,Sliabh na gCloch,Louth,Republic of Ireland,Townland
43935,Slievenagorea,,Wexford,Republic of Ireland,Townland
43936,Slievenagrane,,Wexford,Republic of Ireland,Townland
43937,Slievenagry,,Clare,Republic of Ireland,Townland
43938,Slievenakilla,Sliabh na Cille,Leitrim,Republic of Ireland,Townland
43939,Slievenalicka,Sliabh na Leice,Clare,Republic of Ireland,Townland
43940,Slievenamough,,Wicklow,Republic of Ireland,Townland
43941,Slievenamough Plain,,Wicklow,Republic of Ireland,Townland
43942,Slievenashaska,,Kerry,Republic of Ireland,Townland
43943,Slievenavadoge,Sliabh na bhFeadóg,Kerry,Republic of Ireland,Townland
43944,Slievenavode,,Wicklow,Republic of Ireland,Townland
43945,Slieveowen,Sliabh Eoghain,Cork,Republic of Ireland,Townland
43946,Slievereagh,An Sliabh Riabhach,Cork,Republic of Ireland,Townland
43947,Slievereagh Lower,,Wicklow,Republic of Ireland,Townland
43948,Slievereagh Upper,,Wicklow,Republic of Ireland,Townland
43949,Slieveroe,An Sliabh Rua,Cork,Republic of Ireland,Townland
43950,Slieveroe,An Sliabh Rua,Galway,Republic of Ireland,Townland
43951,Slieveroe,An Sliabh Rua,Galway,Republic of Ireland,Townland
43952,Slieveroe,An Sliabh Rua,Galway,Republic of Ireland,Townland
43953,Slieveroe,An Sliabh Rua,Kildare,Republic of Ireland,Townland
43954,Slieveroe,Sliabh Rua,Kilkenny,Republic of Ireland,Town/Village
43955,Slieveroe,An Sliabh Rua,Monaghan,Republic of Ireland,Townland
43956,Slieveroe,,Roscommon,Republic of Ireland,Townland
43957,Slieveroe,,Sligo,Republic of Ireland,Townland
43958,Slieveroe,An Sliabh Rua,Waterford,Republic of Ireland,Townland
43959,Slieveroe,,Wicklow,Republic of Ireland,Townland
43960,Slieveroe,,Wicklow,Republic of Ireland,Townland
43961,Slievethoul,Sliabh Toll,Dublin,Republic of Ireland,Townland
43962,Slieve West,An Sliabh Thiar,Kerry,Republic of Ireland,Townland
43963,Sliganagh,Sligeánach,Leitrim,Republic of Ireland,Townland
43964,Sligaunagh,Sliogánach,Waterford,Republic of Ireland,Townland
43965,Sligo,Sligeach,Sligo,Republic of Ireland,Town/Village
43966,Sliguff,Slí Dhubh,Carlow,Republic of Ireland,Townland
43967,Slihaun Beg,An Saileachán Beag,Galway,Republic of Ireland,Townland
43968,Slihaun More,An Saileachán Mór,Galway,Republic of Ireland,Townland
43969,Slinaun,An Slinneán,Mayo,Republic of Ireland,Townland
43970,Slinaunroe,An Slinneán Rua,Mayo,Republic of Ireland,Townland
43971,Slip,An Stiall,Cork,Republic of Ireland,Townland
43972,Slippery Green,,Wexford,Republic of Ireland,Townland
43973,Slishmeen,,Mayo,Republic of Ireland,Townland
43974,Slishwood,Coill na Slise,Sligo,Republic of Ireland,Townland
43975,Sliss,,Kerry,Republic of Ireland,Townland
43976,Sluggara,An Slogaire,Waterford,Republic of Ireland,Townland
43977,Sluggary,An Slogaire,Limerick,Republic of Ireland,Townland
43978,Sluicequarter,,Kerry,Republic of Ireland,Townland
43979,Smaghraan,,Roscommon,Republic of Ireland,Townland
43980,Smallford,An tÁth Beag,Kildare,Republic of Ireland,Townland
43981,Smallquarter,An Cheathrú Bheag,Waterford,Republic of Ireland,Townland
43982,Smarmore,Smearamair,Louth,Republic of Ireland,Town/Village
43983,Smartscastle East,Caisleán an Smartaigh Thoir,Kilkenny,Republic of Ireland,Townland
43984,Smartscastle West,Caisleán an Smartaigh Thiar,Kilkenny,Republic of Ireland,Townland
43985,Smear,Sméar,Longford,Republic of Ireland,Townland
43986,Smerwick,Ard na Caithne,Kerry,Republic of Ireland,Townland
43987,Sminver,,Donegal,Republic of Ireland,Townland
43988,Smithborough,Na Mullaí,Monaghan,Republic of Ireland,Town/Village
43989,Smithfield,Coill Chnoc an Ghabha,Cork,Republic of Ireland,Townland
43990,Smithfield,Gort an Ghabhann,Longford,Republic of Ireland,Townland
43991,Smithsfarm,Feirm Mhic Gabhann,Tipperary,Republic of Ireland,Townland
43992,Smith's Island,Oileán an Ghamhna,Galway,Republic of Ireland,Townland
43993,Smithsland North,An Pháirc Mhór Thuaidh,Kilkenny,Republic of Ireland,Townland
43994,Smithsland South,An Pháirc Mhór Theas,Kilkenny,Republic of Ireland,Townland
43995,Smithstown,Baile Átha an Ghabhann,Clare,Republic of Ireland,Townland
43996,Smithstown,Baile na nGaibhne,Clare,Republic of Ireland,Townland
43997,Smithstown,,Kildare,Republic of Ireland,Townland
43998,Smithstown,Baile an Ghabhann,Kilkenny,Republic of Ireland,Townland
43999,Smithstown,Baile an Ghabhann,Kilkenny,Republic of Ireland,Townland
44000,Smithstown,,Meath,Republic of Ireland,Townland
44001,Smithstown,,Meath,Republic of Ireland,Townland
44002,Smithstown,,Meath,Republic of Ireland,Townland
44003,Smithstown,Baile an Ghabhann,Offaly,Republic of Ireland,Townland
44004,Smithstown Lower,Baile an Ghabhann Íochtarach,Kilkenny,Republic of Ireland,Townland
44005,Smithstown Upper,Baile an Ghabhann Uachtarach,Kilkenny,Republic of Ireland,Townland
44006,Smoor Beg,Smúr Beag,Waterford,Republic of Ireland,Townland
44007,Smoor More,Smúr Mór,Waterford,Republic of Ireland,Townland
44008,Smorane,Smúrán,Cork,Republic of Ireland,Townland
44009,Smuttanagh,Smutánach,Mayo,Republic of Ireland,Townland
