Issue Time,Valid From,Valid To,Warning Colour,Warning Element,Warning Text,Clare,Cork,Kerry,Limerick,Tipperary,Waterford,Carlow,Dublin,Kildare,Kilkenny,Laois,Longford,Louth,Meath,Offaly,Westmeath,Wexford,Wicklow,Cavan,Donegal,Monaghan,Galway,Leitrim,Mayo,Roscommon,Sligo,warning_phenomenon,warning_severity,weather_type,Duration_hours,date,region,counties_in_region,weather_event_density,county_weight,affected_counties_count,affected_counties_proportion
2024-03-12 10:49:00+00:00,2024-03-13 12:00:00+00:00,2024-03-14 12:00:00+00:00,Orange,Rainfall,"Persistent rain, heavy at times, accompanied by strong onshore winds, high tides, and elevated river levels.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Orange,Rainfall warning,24.0,2024-03-13,HSE Dublin and North East,5,1,0.2,0,0.0
2024-03-12 10:49:00+00:00,2024-03-13 12:00:00+00:00,2024-03-14 12:00:00+00:00,Orange,Rainfall,"Persistent rain, heavy at times, accompanied by strong onshore winds, high tides, and elevated river levels.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Orange,Rainfall warning,24.0,2024-03-13,HSE West and North West,6,1,0.16666666666666666,0,0.0
2024-09-27 19:23:00+00:00,2024-09-29 08:00:00+00:00,2024-09-29 18:00:00+00:00,Orange,Rainfall,Heavy rain with some intense and thundery downpours,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Orange,Rainfall warning,10.0,2024-09-29,HSE Mid West,3,1,0.3333333333333333,0,0.0
2024-09-27 19:23:00+00:00,2024-09-29 08:00:00+00:00,2024-09-29 18:00:00+00:00,Orange,Rainfall,Heavy rain with some intense and thundery downpours,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Orange,Rainfall warning,10.0,2024-09-29,HSE South West,2,1,0.5,0,0.0
2024-09-27 19:23:00+00:00,2024-09-29 08:00:00+00:00,2024-09-29 18:00:00+00:00,Orange,Rainfall,Heavy rain with some intense and thundery downpours,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Orange,Rainfall warning,10.0,2024-09-29,HSE West and North West,6,1,0.16666666666666666,0,0.0
2024-08-04 09:11:00+00:00,2024-08-05 00:00:00+00:00,2024-08-05 10:00:00+00:00,Orange,Rainfall,"Heavy and persistent rain with strong and gusty southerly winds, especially in exposed areas.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Orange,Rainfall warning,10.0,2024-08-05,HSE South West,2,1,0.5,0,0.0
2024-05-21 13:44:00+00:00,2024-05-21 13:44:00+00:00,2024-05-21 20:00:00+00:00,Orange,Thunderstorm,Slow moving thunderstorms with very heavy downpours and hail.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thunder,Orange,Thunder warning,6.266666666666667,2024-05-21,HSE West and North West,6,1,0.16666666666666666,0,0.0
2024-05-21 13:44:00+00:00,2024-05-21 13:44:00+00:00,2024-05-21 20:00:00+00:00,Orange,Thunderstorm,Slow moving thunderstorms with very heavy downpours and hail.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thunder,Orange,Thunder warning,6.266666666666667,2024-05-21,HSE South West,2,1,0.5,0,0.0
2024-05-21 13:44:00+00:00,2024-05-21 13:44:00+00:00,2024-05-21 20:00:00+00:00,Orange,Thunderstorm,Slow moving thunderstorms with very heavy downpours and hail.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thunder,Orange,Thunder warning,6.266666666666667,2024-05-21,HSE Mid West,3,1,0.3333333333333333,0,0.0
2024-05-21 13:44:00+00:00,2024-05-21 13:44:00+00:00,2024-05-21 20:00:00+00:00,Orange,Thunderstorm,Slow moving thunderstorms with very heavy downpours and hail.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thunder,Orange,Thunder warning,6.266666666666667,2024-05-21,HSE Dublin and South East,7,1,0.14285714285714285,0,0.0
2024-05-21 13:44:00+00:00,2024-05-21 13:44:00+00:00,2024-05-21 20:00:00+00:00,Orange,Thunderstorm,Slow moving thunderstorms with very heavy downpours and hail.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thunder,Orange,Thunder warning,6.266666666666667,2024-05-21,HSE Dublin and Midlands,7,1,0.14285714285714285,0,0.0
2024-05-21 13:44:00+00:00,2024-05-21 13:44:00+00:00,2024-05-21 20:00:00+00:00,Orange,Thunderstorm,Slow moving thunderstorms with very heavy downpours and hail.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thunder,Orange,Thunder warning,6.266666666666667,2024-05-21,HSE Dublin and North East,5,1,0.2,0,0.0
2024-04-05 08:48:00+00:00,2024-04-06 07:00:00+00:00,2024-04-06 14:00:00+00:00,Orange,Wind,"Storm Kathleen will bring gale force southerly winds, with some severe and damaging gusts.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wind,Orange,Wind warning,7.0,2024-04-06,HSE South West,2,1,0.5,0,0.0
2024-04-05 08:48:00+00:00,2024-04-06 07:00:00+00:00,2024-04-06 14:00:00+00:00,Orange,Wind,"Storm Kathleen will bring gale force southerly winds, with some severe and damaging gusts.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wind,Orange,Wind warning,7.0,2024-04-06,HSE Mid West,3,1,0.3333333333333333,0,0.0
2024-04-05 08:48:00+00:00,2024-04-06 07:00:00+00:00,2024-04-06 14:00:00+00:00,Orange,Wind,"Storm Kathleen will bring gale force southerly winds, with some severe and damaging gusts.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wind,Orange,Wind warning,7.0,2024-04-06,HSE Dublin and South East,7,1,0.14285714285714285,0,0.0
2024-04-05 08:48:00+00:00,2024-04-06 07:00:00+00:00,2024-04-06 14:00:00+00:00,Orange,Wind,"Storm Kathleen will bring gale force southerly winds, with some severe and damaging gusts.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wind,Orange,Wind warning,7.0,2024-04-06,HSE Dublin and Midlands,7,1,0.14285714285714285,0,0.0
2024-08-04 09:11:00+00:00,2024-08-05 00:00:00+00:00,2024-08-05 10:00:00+00:00,Orange,Rainfall,"Heavy and persistent rain with strong and gusty southerly winds, especially in exposed areas.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Orange,Rainfall warning,10.0,2024-08-05,HSE Mid West,3,1,0.3333333333333333,0,0.0
2024-08-04 09:11:00+00:00,2024-08-05 00:00:00+00:00,2024-08-05 10:00:00+00:00,Orange,Rainfall,"Heavy and persistent rain with strong and gusty southerly winds, especially in exposed areas.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Orange,Rainfall warning,10.0,2024-08-05,HSE Dublin and South East,7,1,0.14285714285714285,0,0.0
2024-08-04 09:11:00+00:00,2024-08-05 00:00:00+00:00,2024-08-05 10:00:00+00:00,Orange,Rainfall,"Heavy and persistent rain with strong and gusty southerly winds, especially in exposed areas.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Orange,Rainfall warning,10.0,2024-08-05,HSE Dublin and Midlands,7,1,0.14285714285714285,0,0.0
2024-08-04 09:11:00+00:00,2024-08-05 00:00:00+00:00,2024-08-05 10:00:00+00:00,Orange,Rainfall,"Heavy and persistent rain with strong and gusty southerly winds, especially in exposed areas.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Orange,Rainfall warning,10.0,2024-08-05,HSE Dublin and North East,5,1,0.2,0,0.0
2024-08-04 09:11:00+00:00,2024-08-05 00:00:00+00:00,2024-08-05 10:00:00+00:00,Orange,Rainfall,"Heavy and persistent rain with strong and gusty southerly winds, especially in exposed areas.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Orange,Rainfall warning,10.0,2024-08-05,HSE West and North West,6,1,0.16666666666666666,0,0.0
2024-04-05 08:48:00+00:00,2024-04-06 07:00:00+00:00,2024-04-06 14:00:00+00:00,Orange,Wind,"Storm Kathleen will bring gale force southerly winds, with some severe and damaging gusts.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wind,Orange,Wind warning,7.0,2024-04-06,HSE West and North West,6,1,0.16666666666666666,0,0.0
2024-08-11 15:34:00+00:00,2024-08-12 00:00:00+00:00,2024-08-12 04:00:00+00:00,Orange,Rainfall,Very heavy and thundery rain for a time tonight.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Orange,Rainfall warning,4.0,2024-08-12,HSE Dublin and North East,5,1,0.2,0,0.0
2024-08-11 15:34:00+00:00,2024-08-12 00:00:00+00:00,2024-08-12 04:00:00+00:00,Orange,Rainfall,Very heavy and thundery rain for a time tonight.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Orange,Rainfall warning,4.0,2024-08-12,HSE Dublin and Midlands,7,1,0.14285714285714285,0,0.0
2024-08-11 15:34:00+00:00,2024-08-12 00:00:00+00:00,2024-08-12 04:00:00+00:00,Orange,Rainfall,Very heavy and thundery rain for a time tonight.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Orange,Rainfall warning,4.0,2024-08-12,HSE Dublin and South East,7,1,0.14285714285714285,0,0.0
2024-08-11 15:34:00+00:00,2024-08-12 00:00:00+00:00,2024-08-12 04:00:00+00:00,Orange,Rainfall,Very heavy and thundery rain for a time tonight.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Orange,Rainfall warning,4.0,2024-08-12,HSE Mid West,3,1,0.3333333333333333,0,0.0
2024-08-11 15:34:00+00:00,2024-08-12 00:00:00+00:00,2024-08-12 04:00:00+00:00,Orange,Rainfall,Very heavy and thundery rain for a time tonight.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Orange,Rainfall warning,4.0,2024-08-12,HSE South West,2,1,0.5,0,0.0
2024-08-11 15:34:00+00:00,2024-08-12 00:00:00+00:00,2024-08-12 04:00:00+00:00,Orange,Rainfall,Very heavy and thundery rain for a time tonight.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Orange,Rainfall warning,4.0,2024-08-12,HSE West and North West,6,1,0.16666666666666666,0,0.0
2024-01-22 10:50:00+00:00,2024-01-23 18:00:00+00:00,2024-01-24 02:00:00+00:00,Orange,Wind,Storm Jocelyn will bring very strong southwest to west winds with severe and damaging gusts.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wind,Orange,Wind warning,8.0,2024-01-23,HSE Dublin and North East,5,1,0.2,0,0.0
2024-01-22 10:50:00+00:00,2024-01-23 18:00:00+00:00,2024-01-24 02:00:00+00:00,Orange,Wind,Storm Jocelyn will bring very strong southwest to west winds with severe and damaging gusts.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wind,Orange,Wind warning,8.0,2024-01-23,HSE Dublin and Midlands,7,1,0.14285714285714285,0,0.0
2024-01-22 10:50:00+00:00,2024-01-23 18:00:00+00:00,2024-01-24 02:00:00+00:00,Orange,Wind,Storm Jocelyn will bring very strong southwest to west winds with severe and damaging gusts.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wind,Orange,Wind warning,8.0,2024-01-23,HSE Dublin and South East,7,1,0.14285714285714285,0,0.0
2024-01-22 10:50:00+00:00,2024-01-23 18:00:00+00:00,2024-01-24 02:00:00+00:00,Orange,Wind,Storm Jocelyn will bring very strong southwest to west winds with severe and damaging gusts.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wind,Orange,Wind warning,8.0,2024-01-23,HSE Mid West,3,1,0.3333333333333333,0,0.0
2024-01-22 10:50:00+00:00,2024-01-23 18:00:00+00:00,2024-01-24 02:00:00+00:00,Orange,Wind,Storm Jocelyn will bring very strong southwest to west winds with severe and damaging gusts.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wind,Orange,Wind warning,8.0,2024-01-23,HSE South West,2,1,0.5,0,0.0
2024-01-22 10:50:00+00:00,2024-01-23 18:00:00+00:00,2024-01-24 02:00:00+00:00,Orange,Wind,Storm Jocelyn will bring very strong southwest to west winds with severe and damaging gusts.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wind,Orange,Wind warning,8.0,2024-01-23,HSE West and North West,6,1,0.16666666666666666,0,0.0
2024-10-12 11:35:00+00:00,2024-10-13 17:00:00+00:00,2024-10-13 23:00:00+00:00,Yellow,Rainfall,Heavy & persistent rain will lead to spot flooding.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Yellow,Rainfall warning,6.0,2024-10-13,HSE Dublin and South East,7,1,0.14285714285714285,0,0.0
2024-10-12 11:35:00+00:00,2024-10-13 17:00:00+00:00,2024-10-13 23:00:00+00:00,Yellow,Rainfall,Heavy & persistent rain will lead to spot flooding.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Yellow,Rainfall warning,6.0,2024-10-13,HSE Mid West,3,1,0.3333333333333333,0,0.0
2024-10-12 11:35:00+00:00,2024-10-13 17:00:00+00:00,2024-10-13 23:00:00+00:00,Yellow,Rainfall,Heavy & persistent rain will lead to spot flooding.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Yellow,Rainfall warning,6.0,2024-10-13,HSE South West,2,1,0.5,0,0.0
2024-10-12 11:35:00+00:00,2024-10-13 17:00:00+00:00,2024-10-13 23:00:00+00:00,Yellow,Rainfall,Heavy & persistent rain will lead to spot flooding.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Yellow,Rainfall warning,6.0,2024-10-13,HSE West and North West,6,1,0.16666666666666666,0,0.0
2024-10-12 11:48:00+00:00,2024-10-13 18:00:00+00:00,2024-10-14 02:00:00+00:00,Yellow,Rainfall,no_warning_text,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Yellow,Rainfall warning,8.0,2024-10-13,HSE Dublin and North East,5,1,0.2,0,0.0
2024-10-12 11:48:00+00:00,2024-10-13 18:00:00+00:00,2024-10-14 02:00:00+00:00,Yellow,Rainfall,no_warning_text,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Yellow,Rainfall warning,8.0,2024-10-13,HSE Dublin and Midlands,7,1,0.14285714285714285,0,0.0
2024-08-20 16:18:00+00:00,2024-08-21 19:00:00+00:00,2024-08-22 02:00:00+00:00,Yellow,Wind,"Unseasonably strong and gusty south to southwest winds, coinciding with very high tides and heavy rain. Potential impacts are most likely in western parts of counties.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wind,Yellow,Wind warning,7.0,2024-08-21,HSE Dublin and Midlands,7,1,0.14285714285714285,0,0.0
2024-08-20 16:18:00+00:00,2024-08-21 19:00:00+00:00,2024-08-22 02:00:00+00:00,Yellow,Wind,"Unseasonably strong and gusty south to southwest winds, coinciding with very high tides and heavy rain. Potential impacts are most likely in western parts of counties.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wind,Yellow,Wind warning,7.0,2024-08-21,HSE Dublin and South East,7,1,0.14285714285714285,0,0.0
2024-08-20 16:18:00+00:00,2024-08-21 19:00:00+00:00,2024-08-22 02:00:00+00:00,Yellow,Wind,"Unseasonably strong and gusty south to southwest winds, coinciding with very high tides and heavy rain. Potential impacts are most likely in western parts of counties.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wind,Yellow,Wind warning,7.0,2024-08-21,HSE Mid West,3,1,0.3333333333333333,0,0.0
2024-08-20 16:18:00+00:00,2024-08-21 19:00:00+00:00,2024-08-22 02:00:00+00:00,Yellow,Wind,"Unseasonably strong and gusty south to southwest winds, coinciding with very high tides and heavy rain. Potential impacts are most likely in western parts of counties.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wind,Yellow,Wind warning,7.0,2024-08-21,HSE South West,2,1,0.5,0,0.0
2024-08-20 16:18:00+00:00,2024-08-21 19:00:00+00:00,2024-08-22 02:00:00+00:00,Yellow,Wind,"Unseasonably strong and gusty south to southwest winds, coinciding with very high tides and heavy rain. Potential impacts are most likely in western parts of counties.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wind,Yellow,Wind warning,7.0,2024-08-21,HSE West and North West,6,1,0.16666666666666666,0,0.0
2024-08-20 16:18:00+00:00,2024-08-21 18:30:00+00:00,2024-08-22 02:30:00+00:00,Yellow,Wind,Unseasonably strong and gusty south to southwest winds with spells of heavy rain and coinciding with very high tides. Impacts are most likely in coastal areas and on higher ground.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wind,Yellow,Wind warning,8.0,2024-08-21,HSE Dublin and North East,5,1,0.2,0,0.0
2024-08-22 08:55:00+00:00,2024-08-23 00:00:00+00:00,2024-08-23 06:00:00+00:00,Yellow,Wind,Unseasonably strong and gusty south to southwest winds veering west to northwest will coincide with very high tides.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wind,Yellow,Wind warning,6.0,2024-08-23,HSE Dublin and North East,5,1,0.2,0,0.0
2024-08-22 08:55:00+00:00,2024-08-23 00:00:00+00:00,2024-08-23 06:00:00+00:00,Yellow,Wind,Unseasonably strong and gusty south to southwest winds veering west to northwest will coincide with very high tides.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wind,Yellow,Wind warning,6.0,2024-08-23,HSE Dublin and Midlands,7,1,0.14285714285714285,0,0.0
2024-08-22 08:55:00+00:00,2024-08-23 00:00:00+00:00,2024-08-23 06:00:00+00:00,Yellow,Wind,Unseasonably strong and gusty south to southwest winds veering west to northwest will coincide with very high tides.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wind,Yellow,Wind warning,6.0,2024-08-23,HSE Dublin and South East,7,1,0.14285714285714285,0,0.0
2024-08-22 08:55:00+00:00,2024-08-23 00:00:00+00:00,2024-08-23 06:00:00+00:00,Yellow,Wind,Unseasonably strong and gusty south to southwest winds veering west to northwest will coincide with very high tides.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wind,Yellow,Wind warning,6.0,2024-08-23,HSE South West,2,1,0.5,0,0.0
2024-08-22 08:55:00+00:00,2024-08-23 00:00:00+00:00,2024-08-23 06:00:00+00:00,Yellow,Wind,Unseasonably strong and gusty south to southwest winds veering west to northwest will coincide with very high tides.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wind,Yellow,Wind warning,6.0,2024-08-23,HSE West and North West,6,1,0.16666666666666666,0,0.0
2024-08-22 10:53:00+00:00,2024-08-22 22:00:00+00:00,2024-08-23 04:00:00+00:00,Yellow,Rainfall,Heavy rain spreading northeastwards.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Yellow,Rainfall warning,6.0,2024-08-22,HSE Dublin and North East,5,1,0.2,0,0.0
2024-08-22 10:53:00+00:00,2024-08-22 22:00:00+00:00,2024-08-23 04:00:00+00:00,Yellow,Rainfall,Heavy rain spreading northeastwards.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Yellow,Rainfall warning,6.0,2024-08-22,HSE Dublin and Midlands,7,1,0.14285714285714285,0,0.0
2024-08-22 10:53:00+00:00,2024-08-22 22:00:00+00:00,2024-08-23 04:00:00+00:00,Yellow,Rainfall,Heavy rain spreading northeastwards.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Yellow,Rainfall warning,6.0,2024-08-22,HSE Dublin and South East,7,1,0.14285714285714285,0,0.0
2024-08-22 10:53:00+00:00,2024-08-22 22:00:00+00:00,2024-08-23 04:00:00+00:00,Yellow,Rainfall,Heavy rain spreading northeastwards.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Yellow,Rainfall warning,6.0,2024-08-22,HSE Mid West,3,1,0.3333333333333333,0,0.0
2024-08-22 10:53:00+00:00,2024-08-22 22:00:00+00:00,2024-08-23 04:00:00+00:00,Yellow,Rainfall,Heavy rain spreading northeastwards.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Yellow,Rainfall warning,6.0,2024-08-22,HSE South West,2,1,0.5,0,0.0
2024-08-22 10:53:00+00:00,2024-08-22 22:00:00+00:00,2024-08-23 04:00:00+00:00,Yellow,Rainfall,Heavy rain spreading northeastwards.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Yellow,Rainfall warning,6.0,2024-08-22,HSE West and North West,6,1,0.16666666666666666,0,0.0
2024-08-22 11:08:00+00:00,2024-08-23 00:00:00+00:00,2024-08-23 06:00:00+00:00,Yellow,Wind,Unseasonably strong and gusty south to southwest winds veering west to northwest.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wind,Yellow,Wind warning,6.0,2024-08-23,HSE Mid West,3,1,0.3333333333333333,0,0.0
2024-08-24 20:12:00+00:00,2024-08-25 06:00:00+00:00,2024-08-25 15:00:00+00:00,Yellow,Rainfall,Rain will be heavy and persistent at times,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Yellow,Rainfall warning,9.0,2024-08-25,HSE Dublin and North East,5,1,0.2,0,0.0
2024-08-10 14:02:00+00:00,2024-08-11 22:00:00+00:00,2024-08-12 08:00:00+00:00,Yellow,Rainfall,"A band of heavy rain moving eastwards across the country on Sunday night and Monday morning, with thundery downpours possible.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Yellow,Rainfall warning,10.0,2024-08-11,HSE Dublin and North East,5,1,0.2,0,0.0
2024-08-10 14:02:00+00:00,2024-08-11 22:00:00+00:00,2024-08-12 08:00:00+00:00,Yellow,Rainfall,"A band of heavy rain moving eastwards across the country on Sunday night and Monday morning, with thundery downpours possible.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Yellow,Rainfall warning,10.0,2024-08-11,HSE Dublin and Midlands,7,1,0.14285714285714285,0,0.0
2024-08-10 14:02:00+00:00,2024-08-11 22:00:00+00:00,2024-08-12 08:00:00+00:00,Yellow,Rainfall,"A band of heavy rain moving eastwards across the country on Sunday night and Monday morning, with thundery downpours possible.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Yellow,Rainfall warning,10.0,2024-08-11,HSE Dublin and South East,7,1,0.14285714285714285,0,0.0
2024-08-10 14:02:00+00:00,2024-08-11 22:00:00+00:00,2024-08-12 08:00:00+00:00,Yellow,Rainfall,"A band of heavy rain moving eastwards across the country on Sunday night and Monday morning, with thundery downpours possible.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Yellow,Rainfall warning,10.0,2024-08-11,HSE Mid West,3,1,0.3333333333333333,0,0.0
2024-08-10 14:02:00+00:00,2024-08-11 22:00:00+00:00,2024-08-12 08:00:00+00:00,Yellow,Rainfall,"A band of heavy rain moving eastwards across the country on Sunday night and Monday morning, with thundery downpours possible.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Yellow,Rainfall warning,10.0,2024-08-11,HSE South West,2,1,0.5,0,0.0
2024-08-10 14:02:00+00:00,2024-08-11 22:00:00+00:00,2024-08-12 08:00:00+00:00,Yellow,Rainfall,"A band of heavy rain moving eastwards across the country on Sunday night and Monday morning, with thundery downpours possible.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rainfall,Yellow,Rainfall warning,10.0,2024-08-11,HSE West and North West,6,1,0.16666666666666666,0,0.0
2024-08-11 16:38:00+00:00,2024-08-11 16:38:00+00:00,2024-08-11 21:00:00+00:00,Yellow,Thunderstorm,Scattered thunderstorms this evening.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thunder,Yellow,Thunder warning,4.366666666666666,2024-08-11,HSE Dublin and North East,5,1,0.2,0,0.0
2024-08-11 16:38:00+00:00,2024-08-11 16:38:00+00:00,2024-08-11 21:00:00+00:00,Yellow,Thunderstorm,Scattered thunderstorms this evening.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thunder,Yellow,Thunder warning,4.366666666666666,2024-08-11,HSE Dublin and Midlands,7,1,0.14285714285714285,0,0.0
2024-08-11 16:38:00+00:00,2024-08-11 16:38:00+00:00,2024-08-11 21:00:00+00:00,Yellow,Thunderstorm,Scattered thunderstorms this evening.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thunder,Yellow,Thunder warning,4.366666666666666,2024-08-11,HSE Mid West,3,1,0.3333333333333333,0,0.0
2024-08-11 16:38:00+00:00,2024-08-11 16:38:00+00:00,2024-08-11 21:00:00+00:00,Yellow,Thunderstorm,Scattered thunderstorms this evening.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thunder,Yellow,Thunder warning,4.366666666666666,2024-08-11,HSE South West,2,1,0.5,0,0.0
