Statistic Label,CensusYear,Sex,Single Year of Age,County and City,UNIT,VALUE
Population,2016,Female,74 years,Roscommon,Number,221
Population,2016,Female,75 years,Roscommon,Number,218
Population,2016,Female,76 years,Roscommon,Number,204
Population,2016,Female,77 years,Roscommon,Number,190
Population,2016,Female,78 years,Roscommon,Number,168
Population,2016,Female,79 years,Roscommon,Number,168
Population,2016,Female,80 years,Roscommon,Number,165
Population,2016,Female,81 years,Roscommon,Number,191
Population,2016,Female,82 years,Roscommon,Number,148
Population,2016,Female,83 years,Roscommon,Number,157
Population,2016,Female,84 years,Roscommon,Number,157
Population,2016,Female,85 years,Roscommon,Number,111
Population,2016,Female,86 years,Roscommon,Number,125
Population,2016,Female,87 years,Roscommon,Number,124
Population,2016,Female,88 years,Roscommon,Number,96
Population,2016,Female,89 years,Roscommon,Number,90
Population,2016,Female,90 years,Roscommon,Number,78
Population,2016,Female,91 years,Roscommon,Number,56
Population,2016,Female,92 years,Roscommon,Number,44
Population,2016,Female,93 years,Roscommon,Number,34
Population,2016,Female,94 years,Roscommon,Number,36
Population,2016,Female,95 years,Roscommon,Number,26
Population,2016,Female,96 years,Roscommon,Number,19
Population,2016,Female,97 years,Roscommon,Number,8
Population,2016,Female,98 years,Roscommon,Number,7
Population,2016,Female,99 years,Roscommon,Number,3
Population,2016,Female,100 years and over,Roscommon,Number,14
Population,2022,Male,60 years,Roscommon,Number,432
Population,2022,Male,61 years,Roscommon,Number,473
Population,2022,Male,62 years,Roscommon,Number,409
Population,2022,Male,63 years,Roscommon,Number,436
Population,2022,Male,64 years,Roscommon,Number,430
Population,2022,Male,65 years,Roscommon,Number,423
Population,2022,Male,66 years,Roscommon,Number,412
Population,2022,Male,67 years,Roscommon,Number,419
Population,2022,Male,68 years,Roscommon,Number,401
Population,2022,Male,69 years,Roscommon,Number,406
Population,2022,Male,70 years,Roscommon,Number,395
Population,2022,Male,71 years,Roscommon,Number,355
Population,2022,Male,72 years,Roscommon,Number,291
Population,2022,Male,73 years,Roscommon,Number,319
Population,2022,Male,74 years,Roscommon,Number,318
Population,2022,Male,75 years,Roscommon,Number,284
Population,2022,Male,76 years,Roscommon,Number,297
Population,2022,Male,77 years,Roscommon,Number,237
Population,2022,Male,78 years,Roscommon,Number,230
Population,2022,Male,79 years,Roscommon,Number,219
Population,2022,Male,80 years,Roscommon,Number,171
Population,2022,Male,81 years,Roscommon,Number,151
Population,2022,Male,82 years,Roscommon,Number,147
Population,2022,Male,83 years,Roscommon,Number,150
Population,2022,Male,84 years,Roscommon,Number,119
Population,2022,Male,85 years,Roscommon,Number,109
Population,2022,Male,86 years,Roscommon,Number,106
Population,2022,Male,87 years,Roscommon,Number,92
Population,2022,Male,88 years,Roscommon,Number,75
Population,2022,Male,89 years,Roscommon,Number,49
Population,2022,Male,90 years,Roscommon,Number,49
Population,2022,Male,91 years,Roscommon,Number,40
Population,2022,Male,92 years,Roscommon,Number,22
Population,2022,Male,93 years,Roscommon,Number,20
Population,2022,Male,94 years,Roscommon,Number,23
Population,2022,Male,95 years,Roscommon,Number,8
Population,2022,Male,96 years,Roscommon,Number,9
Population,2022,Male,97 years,Roscommon,Number,1
Population,2022,Male,98 years,Roscommon,Number,1
Population,2022,Male,99 years,Roscommon,Number,3
Population,2022,Male,100 years and over,Roscommon,Number,5
Population,2022,Female,60 years,Roscommon,Number,461
Population,2022,Female,61 years,Roscommon,Number,437
Population,2022,Female,62 years,Roscommon,Number,439
Population,2022,Female,63 years,Roscommon,Number,415
Population,2022,Female,64 years,Roscommon,Number,454
Population,2022,Female,65 years,Roscommon,Number,404
Population,2022,Female,66 years,Roscommon,Number,411
Population,2022,Female,67 years,Roscommon,Number,414
Population,2022,Female,68 years,Roscommon,Number,393
Population,2022,Female,69 years,Roscommon,Number,352
Population,2022,Female,70 years,Roscommon,Number,361
Population,2022,Female,71 years,Roscommon,Number,321
Population,2022,Female,72 years,Roscommon,Number,378
Population,2022,Female,73 years,Roscommon,Number,298
Population,2022,Female,74 years,Roscommon,Number,307
Population,2022,Female,75 years,Roscommon,Number,289
Population,2022,Female,76 years,Roscommon,Number,295
Population,2022,Female,77 years,Roscommon,Number,229
Population,2022,Female,78 years,Roscommon,Number,231
Population,2022,Female,79 years,Roscommon,Number,203
Population,2022,Female,80 years,Roscommon,Number,191
Population,2022,Female,81 years,Roscommon,Number,184
Population,2022,Female,82 years,Roscommon,Number,175
Population,2022,Female,83 years,Roscommon,Number,167
Population,2022,Female,84 years,Roscommon,Number,130
Population,2022,Female,85 years,Roscommon,Number,126
Population,2022,Female,86 years,Roscommon,Number,129
Population,2022,Female,87 years,Roscommon,Number,134
Population,2022,Female,88 years,Roscommon,Number,102
Population,2022,Female,89 years,Roscommon,Number,100
Population,2022,Female,90 years,Roscommon,Number,88
Population,2022,Female,91 years,Roscommon,Number,56
Population,2022,Female,92 years,Roscommon,Number,54
Population,2022,Female,93 years,Roscommon,Number,51
Population,2022,Female,94 years,Roscommon,Number,32
Population,2022,Female,95 years,Roscommon,Number,30
Population,2022,Female,96 years,Roscommon,Number,19
Population,2022,Female,97 years,Roscommon,Number,12
Population,2022,Female,98 years,Roscommon,Number,6
Population,2022,Female,99 years,Roscommon,Number,6
Population,2022,Female,100 years and over,Roscommon,Number,7
Population,2011,Male,60 years,Sligo,Number,418
Population,2011,Male,61 years,Sligo,Number,391
Population,2011,Male,62 years,Sligo,Number,377
Population,2011,Male,63 years,Sligo,Number,340
Population,2011,Male,64 years,Sligo,Number,330
Population,2011,Male,65 years,Sligo,Number,356
Population,2011,Male,66 years,Sligo,Number,290
Population,2011,Male,67 years,Sligo,Number,277
Population,2011,Male,68 years,Sligo,Number,286
Population,2011,Male,69 years,Sligo,Number,238
Population,2011,Male,70 years,Sligo,Number,240
Population,2011,Male,71 years,Sligo,Number,229
Population,2011,Male,72 years,Sligo,Number,214
Population,2011,Male,73 years,Sligo,Number,171
Population,2011,Male,74 years,Sligo,Number,184
Population,2011,Male,75 years,Sligo,Number,173
Population,2011,Male,76 years,Sligo,Number,170
Population,2011,Male,77 years,Sligo,Number,161
Population,2011,Male,78 years,Sligo,Number,142
Population,2011,Male,79 years,Sligo,Number,155
Population,2011,Male,80 years,Sligo,Number,130
Population,2011,Male,81 years,Sligo,Number,103
Population,2011,Male,82 years,Sligo,Number,104
Population,2011,Male,83 years,Sligo,Number,108
Population,2011,Male,84 years,Sligo,Number,74
Population,2011,Male,85 years,Sligo,Number,65
Population,2011,Male,86 years,Sligo,Number,66
Population,2011,Male,87 years,Sligo,Number,52
Population,2011,Male,88 years,Sligo,Number,54
Population,2011,Male,89 years,Sligo,Number,29
Population,2011,Male,90 years,Sligo,Number,19
Population,2011,Male,91 years,Sligo,Number,18
Population,2011,Male,92 years,Sligo,Number,19
Population,2011,Male,93 years,Sligo,Number,14
Population,2011,Male,94 years,Sligo,Number,2
Population,2011,Male,95 years,Sligo,Number,7
Population,2011,Male,96 years,Sligo,Number,4
Population,2011,Male,97 years,Sligo,Number,2
Population,2011,Male,98 years,Sligo,Number,0
Population,2011,Male,99 years,Sligo,Number,0
Population,2011,Male,100 years and over,Sligo,Number,1
Population,2011,Female,60 years,Sligo,Number,360
Population,2011,Female,61 years,Sligo,Number,404
Population,2011,Female,62 years,Sligo,Number,334
Population,2011,Female,63 years,Sligo,Number,347
Population,2011,Female,64 years,Sligo,Number,327
Population,2011,Female,65 years,Sligo,Number,316
Population,2011,Female,66 years,Sligo,Number,307
Population,2011,Female,67 years,Sligo,Number,266
Population,2011,Female,68 years,Sligo,Number,263
Population,2011,Female,69 years,Sligo,Number,221
Population,2011,Female,70 years,Sligo,Number,239
Population,2011,Female,71 years,Sligo,Number,217
Population,2011,Female,72 years,Sligo,Number,203
Population,2011,Female,73 years,Sligo,Number,202
Population,2011,Female,74 years,Sligo,Number,223
Population,2011,Female,75 years,Sligo,Number,184
Population,2011,Female,76 years,Sligo,Number,204
Population,2011,Female,77 years,Sligo,Number,178
Population,2011,Female,78 years,Sligo,Number,172
Population,2011,Female,79 years,Sligo,Number,162
Population,2011,Female,80 years,Sligo,Number,147
Population,2011,Female,81 years,Sligo,Number,144
Population,2011,Female,82 years,Sligo,Number,146
Population,2011,Female,83 years,Sligo,Number,154
Population,2011,Female,84 years,Sligo,Number,124
Population,2011,Female,85 years,Sligo,Number,140
Population,2011,Female,86 years,Sligo,Number,120
Population,2011,Female,87 years,Sligo,Number,104
Population,2011,Female,88 years,Sligo,Number,85
Population,2011,Female,89 years,Sligo,Number,80
Population,2011,Female,90 years,Sligo,Number,66
Population,2011,Female,91 years,Sligo,Number,57
Population,2011,Female,92 years,Sligo,Number,39
Population,2011,Female,93 years,Sligo,Number,27
Population,2011,Female,94 years,Sligo,Number,33
Population,2011,Female,95 years,Sligo,Number,17
Population,2011,Female,96 years,Sligo,Number,13
Population,2011,Female,97 years,Sligo,Number,11
Population,2011,Female,98 years,Sligo,Number,12
Population,2011,Female,99 years,Sligo,Number,4
Population,2011,Female,100 years and over,Sligo,Number,6
Population,2016,Male,60 years,Sligo,Number,377
Population,2016,Male,61 years,Sligo,Number,388
Population,2016,Male,62 years,Sligo,Number,360
Population,2016,Male,63 years,Sligo,Number,377
Population,2016,Male,64 years,Sligo,Number,357
Population,2016,Male,65 years,Sligo,Number,410
Population,2016,Male,66 years,Sligo,Number,366
Population,2016,Male,67 years,Sligo,Number,372
Population,2016,Male,68 years,Sligo,Number,346
Population,2016,Male,69 years,Sligo,Number,317
Population,2016,Male,70 years,Sligo,Number,308
Population,2016,Male,71 years,Sligo,Number,294
Population,2016,Male,72 years,Sligo,Number,251
Population,2016,Male,73 years,Sligo,Number,258
Population,2016,Male,74 years,Sligo,Number,221
Population,2016,Male,75 years,Sligo,Number,213
Population,2016,Male,76 years,Sligo,Number,184
Population,2016,Male,77 years,Sligo,Number,179
Population,2016,Male,78 years,Sligo,Number,152
Population,2016,Male,79 years,Sligo,Number,150
Population,2016,Male,80 years,Sligo,Number,145
Population,2016,Male,81 years,Sligo,Number,127
Population,2016,Male,82 years,Sligo,Number,125
Population,2016,Male,83 years,Sligo,Number,106
Population,2016,Male,84 years,Sligo,Number,111
Population,2016,Male,85 years,Sligo,Number,93
Population,2016,Male,86 years,Sligo,Number,70
Population,2016,Male,87 years,Sligo,Number,49
Population,2016,Male,88 years,Sligo,Number,51
Population,2016,Male,89 years,Sligo,Number,28
Population,2016,Male,90 years,Sligo,Number,31
Population,2016,Male,91 years,Sligo,Number,26
Population,2016,Male,92 years,Sligo,Number,18
Population,2016,Male,93 years,Sligo,Number,24
Population,2016,Male,94 years,Sligo,Number,8
Population,2016,Male,95 years,Sligo,Number,4
Population,2016,Male,96 years,Sligo,Number,5
Population,2016,Male,97 years,Sligo,Number,6
Population,2016,Male,98 years,Sligo,Number,3
Population,2016,Male,99 years,Sligo,Number,1
Population,2016,Male,100 years and over,Sligo,Number,3
Population,2016,Female,60 years,Sligo,Number,399
Population,2016,Female,61 years,Sligo,Number,391
Population,2016,Female,62 years,Sligo,Number,408
Population,2016,Female,63 years,Sligo,Number,418
Population,2016,Female,64 years,Sligo,Number,351
Population,2016,Female,65 years,Sligo,Number,358
Population,2016,Female,66 years,Sligo,Number,398
Population,2016,Female,67 years,Sligo,Number,327
Population,2016,Female,68 years,Sligo,Number,340
Population,2016,Female,69 years,Sligo,Number,322
Population,2016,Female,70 years,Sligo,Number,299
Population,2016,Female,71 years,Sligo,Number,291
Population,2016,Female,72 years,Sligo,Number,257
Population,2016,Female,73 years,Sligo,Number,252
Population,2016,Female,74 years,Sligo,Number,208
Population,2016,Female,75 years,Sligo,Number,221
Population,2016,Female,76 years,Sligo,Number,212
Population,2016,Female,77 years,Sligo,Number,190
Population,2016,Female,78 years,Sligo,Number,171
Population,2016,Female,79 years,Sligo,Number,200
Population,2016,Female,80 years,Sligo,Number,160
Population,2016,Female,81 years,Sligo,Number,167
Population,2016,Female,82 years,Sligo,Number,146
Population,2016,Female,83 years,Sligo,Number,131
Population,2016,Female,84 years,Sligo,Number,124
Population,2016,Female,85 years,Sligo,Number,93
Population,2016,Female,86 years,Sligo,Number,106
Population,2016,Female,87 years,Sligo,Number,104
Population,2016,Female,88 years,Sligo,Number,104
Population,2016,Female,89 years,Sligo,Number,67
Population,2016,Female,90 years,Sligo,Number,73
Population,2016,Female,91 years,Sligo,Number,68
Population,2016,Female,92 years,Sligo,Number,40
Population,2016,Female,93 years,Sligo,Number,38
Population,2016,Female,94 years,Sligo,Number,34
Population,2016,Female,95 years,Sligo,Number,21
Population,2016,Female,96 years,Sligo,Number,17
Population,2016,Female,97 years,Sligo,Number,14
Population,2016,Female,98 years,Sligo,Number,6
Population,2016,Female,99 years,Sligo,Number,4
Population,2016,Female,100 years and over,Sligo,Number,6
Population,2022,Male,60 years,Sligo,Number,429
Population,2022,Male,61 years,Sligo,Number,441
Population,2022,Male,62 years,Sligo,Number,436
Population,2022,Male,63 years,Sligo,Number,403
Population,2022,Male,64 years,Sligo,Number,401
Population,2022,Male,65 years,Sligo,Number,410
Population,2022,Male,66 years,Sligo,Number,363
Population,2022,Male,67 years,Sligo,Number,390
Population,2022,Male,68 years,Sligo,Number,358
Population,2022,Male,69 years,Sligo,Number,371
Population,2022,Male,70 years,Sligo,Number,333
Population,2022,Male,71 years,Sligo,Number,386
Population,2022,Male,72 years,Sligo,Number,345
Population,2022,Male,73 years,Sligo,Number,345
Population,2022,Male,74 years,Sligo,Number,313
Population,2022,Male,75 years,Sligo,Number,270
Population,2022,Male,76 years,Sligo,Number,270
Population,2022,Male,77 years,Sligo,Number,234
Population,2022,Male,78 years,Sligo,Number,218
Population,2022,Male,79 years,Sligo,Number,222
Population,2022,Male,80 years,Sligo,Number,176
Population,2022,Male,81 years,Sligo,Number,163
Population,2022,Male,82 years,Sligo,Number,138
Population,2022,Male,83 years,Sligo,Number,133
Population,2022,Male,84 years,Sligo,Number,110
Population,2022,Male,85 years,Sligo,Number,114
Population,2022,Male,86 years,Sligo,Number,92
Population,2022,Male,87 years,Sligo,Number,91
Population,2022,Male,88 years,Sligo,Number,68
Population,2022,Male,89 years,Sligo,Number,53
Population,2022,Male,90 years,Sligo,Number,45
Population,2022,Male,91 years,Sligo,Number,30
Population,2022,Male,92 years,Sligo,Number,16
Population,2022,Male,93 years,Sligo,Number,16
Population,2022,Male,94 years,Sligo,Number,12
Population,2022,Male,95 years,Sligo,Number,5
Population,2022,Male,96 years,Sligo,Number,7
Population,2022,Male,97 years,Sligo,Number,4
Population,2022,Male,98 years,Sligo,Number,1
Population,2022,Male,99 years,Sligo,Number,2
Population,2022,Male,100 years and over,Sligo,Number,3
Population,2022,Female,60 years,Sligo,Number,433
Population,2022,Female,61 years,Sligo,Number,469
Population,2022,Female,62 years,Sligo,Number,508
Population,2022,Female,63 years,Sligo,Number,396
Population,2022,Female,64 years,Sligo,Number,438
Population,2022,Female,65 years,Sligo,Number,433
Population,2022,Female,66 years,Sligo,Number,406
Population,2022,Female,67 years,Sligo,Number,386
Population,2022,Female,68 years,Sligo,Number,409
Population,2022,Female,69 years,Sligo,Number,403
Population,2022,Female,70 years,Sligo,Number,357
Population,2022,Female,71 years,Sligo,Number,349
Population,2022,Female,72 years,Sligo,Number,341
Population,2022,Female,73 years,Sligo,Number,322
Population,2022,Female,74 years,Sligo,Number,329
Population,2022,Female,75 years,Sligo,Number,313
Population,2022,Female,76 years,Sligo,Number,292
Population,2022,Female,77 years,Sligo,Number,277
Population,2022,Female,78 years,Sligo,Number,234
Population,2022,Female,79 years,Sligo,Number,235
Population,2022,Female,80 years,Sligo,Number,203
Population,2022,Female,81 years,Sligo,Number,177
Population,2022,Female,82 years,Sligo,Number,160
Population,2022,Female,83 years,Sligo,Number,165
Population,2022,Female,84 years,Sligo,Number,127
Population,2022,Female,85 years,Sligo,Number,146
Population,2022,Female,86 years,Sligo,Number,130
Population,2022,Female,87 years,Sligo,Number,103
Population,2022,Female,88 years,Sligo,Number,100
Population,2022,Female,89 years,Sligo,Number,87
Population,2022,Female,90 years,Sligo,Number,60
Population,2022,Female,91 years,Sligo,Number,56
Population,2022,Female,92 years,Sligo,Number,38
Population,2022,Female,93 years,Sligo,Number,35
Population,2022,Female,94 years,Sligo,Number,45
Population,2022,Female,95 years,Sligo,Number,18
Population,2022,Female,96 years,Sligo,Number,14
Population,2022,Female,97 years,Sligo,Number,18
Population,2022,Female,98 years,Sligo,Number,11
Population,2022,Female,99 years,Sligo,Number,8
Population,2022,Female,100 years and over,Sligo,Number,9
Population,2011,Male,60 years,South Dublin,Number,1312
Population,2011,Male,61 years,South Dublin,Number,1343
Population,2011,Male,62 years,South Dublin,Number,1213
Population,2011,Male,63 years,South Dublin,Number,1144
Population,2011,Male,64 years,South Dublin,Number,1052
Population,2011,Male,65 years,South Dublin,Number,994
Population,2011,Male,66 years,South Dublin,Number,869
Population,2011,Male,67 years,South Dublin,Number,819
Population,2011,Male,68 years,South Dublin,Number,717
Population,2011,Male,69 years,South Dublin,Number,666
Population,2011,Male,70 years,South Dublin,Number,667
Population,2011,Male,71 years,South Dublin,Number,645
Population,2011,Male,72 years,South Dublin,Number,577
Population,2011,Male,73 years,South Dublin,Number,482
Population,2011,Male,74 years,South Dublin,Number,485
Population,2011,Male,75 years,South Dublin,Number,451
Population,2011,Male,76 years,South Dublin,Number,426
Population,2011,Male,77 years,South Dublin,Number,381
Population,2011,Male,78 years,South Dublin,Number,332
Population,2011,Male,79 years,South Dublin,Number,311
Population,2011,Male,80 years,South Dublin,Number,314
Population,2011,Male,81 years,South Dublin,Number,205
Population,2011,Male,82 years,South Dublin,Number,202
Population,2011,Male,83 years,South Dublin,Number,176
Population,2011,Male,84 years,South Dublin,Number,179
Population,2011,Male,85 years,South Dublin,Number,108
Population,2011,Male,86 years,South Dublin,Number,108
Population,2011,Male,87 years,South Dublin,Number,94
Population,2011,Male,88 years,South Dublin,Number,57
Population,2011,Male,89 years,South Dublin,Number,42
Population,2011,Male,90 years,South Dublin,Number,43
Population,2011,Male,91 years,South Dublin,Number,32
Population,2011,Male,92 years,South Dublin,Number,17
Population,2011,Male,93 years,South Dublin,Number,10
Population,2011,Male,94 years,South Dublin,Number,6
Population,2011,Male,95 years,South Dublin,Number,8
Population,2011,Male,96 years,South Dublin,Number,3
Population,2011,Male,97 years,South Dublin,Number,6
Population,2011,Male,98 years,South Dublin,Number,0
Population,2011,Male,99 years,South Dublin,Number,2
Population,2011,Male,100 years and over,South Dublin,Number,4
Population,2011,Female,60 years,South Dublin,Number,1469
Population,2011,Female,61 years,South Dublin,Number,1366
Population,2011,Female,62 years,South Dublin,Number,1305
Population,2011,Female,63 years,South Dublin,Number,1153
Population,2011,Female,64 years,South Dublin,Number,1155
Population,2011,Female,65 years,South Dublin,Number,1039
Population,2011,Female,66 years,South Dublin,Number,905
Population,2011,Female,67 years,South Dublin,Number,933
Population,2011,Female,68 years,South Dublin,Number,801
Population,2011,Female,69 years,South Dublin,Number,693
Population,2011,Female,70 years,South Dublin,Number,730
Population,2011,Female,71 years,South Dublin,Number,654
Population,2011,Female,72 years,South Dublin,Number,650
Population,2011,Female,73 years,South Dublin,Number,611
Population,2011,Female,74 years,South Dublin,Number,591
Population,2011,Female,75 years,South Dublin,Number,509
Population,2011,Female,76 years,South Dublin,Number,510
Population,2011,Female,77 years,South Dublin,Number,485
Population,2011,Female,78 years,South Dublin,Number,386
Population,2011,Female,79 years,South Dublin,Number,409
Population,2011,Female,80 years,South Dublin,Number,366
Population,2011,Female,81 years,South Dublin,Number,334
Population,2011,Female,82 years,South Dublin,Number,301
Population,2011,Female,83 years,South Dublin,Number,292
Population,2011,Female,84 years,South Dublin,Number,240
Population,2011,Female,85 years,South Dublin,Number,224
Population,2011,Female,86 years,South Dublin,Number,183
Population,2011,Female,87 years,South Dublin,Number,158
Population,2011,Female,88 years,South Dublin,Number,115
Population,2011,Female,89 years,South Dublin,Number,119
Population,2011,Female,90 years,South Dublin,Number,83
Population,2011,Female,91 years,South Dublin,Number,91
Population,2011,Female,92 years,South Dublin,Number,54
Population,2011,Female,93 years,South Dublin,Number,42
Population,2011,Female,94 years,South Dublin,Number,32
Population,2011,Female,95 years,South Dublin,Number,29
Population,2011,Female,96 years,South Dublin,Number,13
Population,2011,Female,97 years,South Dublin,Number,10
Population,2011,Female,98 years,South Dublin,Number,11
Population,2011,Female,99 years,South Dublin,Number,5
Population,2011,Female,100 years and over,South Dublin,Number,7
Population,2016,Male,60 years,South Dublin,Number,1325
Population,2016,Male,61 years,South Dublin,Number,1317
Population,2016,Male,62 years,South Dublin,Number,1201
Population,2016,Male,63 years,South Dublin,Number,1264
Population,2016,Male,64 years,South Dublin,Number,1233
Population,2016,Male,65 years,South Dublin,Number,1261
Population,2016,Male,66 years,South Dublin,Number,1266
Population,2016,Male,67 years,South Dublin,Number,1144
Population,2016,Male,68 years,South Dublin,Number,1074
Population,2016,Male,69 years,South Dublin,Number,958
Population,2016,Male,70 years,South Dublin,Number,887
Population,2016,Male,71 years,South Dublin,Number,873
Population,2016,Male,72 years,South Dublin,Number,741
Population,2016,Male,73 years,South Dublin,Number,688
Population,2016,Male,74 years,South Dublin,Number,592
Population,2016,Male,75 years,South Dublin,Number,586
Population,2016,Male,76 years,South Dublin,Number,553
Population,2016,Male,77 years,South Dublin,Number,484
Population,2016,Male,78 years,South Dublin,Number,424
Population,2016,Male,79 years,South Dublin,Number,405
Population,2016,Male,80 years,South Dublin,Number,387
Population,2016,Male,81 years,South Dublin,Number,341
Population,2016,Male,82 years,South Dublin,Number,261
Population,2016,Male,83 years,South Dublin,Number,255
Population,2016,Male,84 years,South Dublin,Number,219
Population,2016,Male,85 years,South Dublin,Number,209
Population,2016,Male,86 years,South Dublin,Number,125
Population,2016,Male,87 years,South Dublin,Number,126
Population,2016,Male,88 years,South Dublin,Number,94
Population,2016,Male,89 years,South Dublin,Number,101
Population,2016,Male,90 years,South Dublin,Number,53
Population,2016,Male,91 years,South Dublin,Number,59
Population,2016,Male,92 years,South Dublin,Number,47
Population,2016,Male,93 years,South Dublin,Number,27
Population,2016,Male,94 years,South Dublin,Number,16
Population,2016,Male,95 years,South Dublin,Number,10
Population,2016,Male,96 years,South Dublin,Number,14
Population,2016,Male,97 years,South Dublin,Number,7
Population,2016,Male,98 years,South Dublin,Number,2
Population,2016,Male,99 years,South Dublin,Number,4
Population,2016,Male,100 years and over,South Dublin,Number,3
Population,2016,Female,60 years,South Dublin,Number,1502
Population,2016,Female,61 years,South Dublin,Number,1494
Population,2016,Female,62 years,South Dublin,Number,1422
Population,2016,Female,63 years,South Dublin,Number,1526
Population,2016,Female,64 years,South Dublin,Number,1444
Population,2016,Female,65 years,South Dublin,Number,1416
Population,2016,Female,66 years,South Dublin,Number,1319
Population,2016,Female,67 years,South Dublin,Number,1221
Population,2016,Female,68 years,South Dublin,Number,1111
Population,2016,Female,69 years,South Dublin,Number,1094
Population,2016,Female,70 years,South Dublin,Number,1007
Population,2016,Female,71 years,South Dublin,Number,856
Population,2016,Female,72 years,South Dublin,Number,868
Population,2016,Female,73 years,South Dublin,Number,768
Population,2016,Female,74 years,South Dublin,Number,633
Population,2016,Female,75 years,South Dublin,Number,673
Population,2016,Female,76 years,South Dublin,Number,616
Population,2016,Female,77 years,South Dublin,Number,570
Population,2016,Female,78 years,South Dublin,Number,536
Population,2016,Female,79 years,South Dublin,Number,549
Population,2016,Female,80 years,South Dublin,Number,458
Population,2016,Female,81 years,South Dublin,Number,417
Population,2016,Female,82 years,South Dublin,Number,378
Population,2016,Female,83 years,South Dublin,Number,320
Population,2016,Female,84 years,South Dublin,Number,311
Population,2016,Female,85 years,South Dublin,Number,242
Population,2016,Female,86 years,South Dublin,Number,233
Population,2016,Female,87 years,South Dublin,Number,231
Population,2016,Female,88 years,South Dublin,Number,197
Population,2016,Female,89 years,South Dublin,Number,148
Population,2016,Female,90 years,South Dublin,Number,118
Population,2016,Female,91 years,South Dublin,Number,88
Population,2016,Female,92 years,South Dublin,Number,59
Population,2016,Female,93 years,South Dublin,Number,41
Population,2016,Female,94 years,South Dublin,Number,43
Population,2016,Female,95 years,South Dublin,Number,33
Population,2016,Female,96 years,South Dublin,Number,33
Population,2016,Female,97 years,South Dublin,Number,14
Population,2016,Female,98 years,South Dublin,Number,12
Population,2016,Female,99 years,South Dublin,Number,10
Population,2016,Female,100 years and over,South Dublin,Number,6
Population,2022,Male,60 years,South Dublin,Number,1435
Population,2022,Male,61 years,South Dublin,Number,1438
Population,2022,Male,62 years,South Dublin,Number,1310
Population,2022,Male,63 years,South Dublin,Number,1309
Population,2022,Male,64 years,South Dublin,Number,1277
Population,2022,Male,65 years,South Dublin,Number,1197
Population,2022,Male,66 years,South Dublin,Number,1204
Population,2022,Male,67 years,South Dublin,Number,1228
Population,2022,Male,68 years,South Dublin,Number,1145
Population,2022,Male,69 years,South Dublin,Number,1154
Population,2022,Male,70 years,South Dublin,Number,1148
Population,2022,Male,71 years,South Dublin,Number,1112
Population,2022,Male,72 years,South Dublin,Number,1107
Population,2022,Male,73 years,South Dublin,Number,994
Population,2022,Male,74 years,South Dublin,Number,965
Population,2022,Male,75 years,South Dublin,Number,825
Population,2022,Male,76 years,South Dublin,Number,828
Population,2022,Male,77 years,South Dublin,Number,717
Population,2022,Male,78 years,South Dublin,Number,611
Population,2022,Male,79 years,South Dublin,Number,535
Population,2022,Male,80 years,South Dublin,Number,472
Population,2022,Male,81 years,South Dublin,Number,434
Population,2022,Male,82 years,South Dublin,Number,410
Population,2022,Male,83 years,South Dublin,Number,343
Population,2022,Male,84 years,South Dublin,Number,290
Population,2022,Male,85 years,South Dublin,Number,250
Population,2022,Male,86 years,South Dublin,Number,226
Population,2022,Male,87 years,South Dublin,Number,203
Population,2022,Male,88 years,South Dublin,Number,138
Population,2022,Male,89 years,South Dublin,Number,131
Population,2022,Male,90 years,South Dublin,Number,121
Population,2022,Male,91 years,South Dublin,Number,91
Population,2022,Male,92 years,South Dublin,Number,50
Population,2022,Male,93 years,South Dublin,Number,31
Population,2022,Male,94 years,South Dublin,Number,28
Population,2022,Male,95 years,South Dublin,Number,23
Population,2022,Male,96 years,South Dublin,Number,7
Population,2022,Male,97 years,South Dublin,Number,9
Population,2022,Male,98 years,South Dublin,Number,4
Population,2022,Male,99 years,South Dublin,Number,7
Population,2022,Male,100 years and over,South Dublin,Number,7
Population,2022,Female,60 years,South Dublin,Number,1547
Population,2022,Female,61 years,South Dublin,Number,1542
Population,2022,Female,62 years,South Dublin,Number,1559
Population,2022,Female,63 years,South Dublin,Number,1452
Population,2022,Female,64 years,South Dublin,Number,1445
Population,2022,Female,65 years,South Dublin,Number,1450
Population,2022,Female,66 years,South Dublin,Number,1435
Population,2022,Female,67 years,South Dublin,Number,1403
Population,2022,Female,68 years,South Dublin,Number,1350
Population,2022,Female,69 years,South Dublin,Number,1416
Population,2022,Female,70 years,South Dublin,Number,1327
Population,2022,Female,71 years,South Dublin,Number,1307
Population,2022,Female,72 years,South Dublin,Number,1251
Population,2022,Female,73 years,South Dublin,Number,1145
Population,2022,Female,74 years,South Dublin,Number,1008
Population,2022,Female,75 years,South Dublin,Number,978
Population,2022,Female,76 years,South Dublin,Number,908
Population,2022,Female,77 years,South Dublin,Number,792
Population,2022,Female,78 years,South Dublin,Number,782
Population,2022,Female,79 years,South Dublin,Number,670
Population,2022,Female,80 years,South Dublin,Number,550
Population,2022,Female,81 years,South Dublin,Number,558
Population,2022,Female,82 years,South Dublin,Number,491
Population,2022,Female,83 years,South Dublin,Number,455
Population,2022,Female,84 years,South Dublin,Number,421
Population,2022,Female,85 years,South Dublin,Number,394
Population,2022,Female,86 years,South Dublin,Number,304
Population,2022,Female,87 years,South Dublin,Number,271
